loan_id,pool_id,risk_score,risk_classification
LN-0002465,POOL-07,18.3,LOW
LN-0002466,POOL-06,12.2,LOW
LN-0002467,POOL-02,19.6,LOW
LN-0002468,POOL-09,11.7,LOW
LN-0002469,POOL-06,13.2,LOW
LN-0002470,POOL-05,71.2,HIGH
LN-0002471,POOL-06,10.9,LOW
LN-0002472,POOL-05,18.8,LOW
LN-0002473,POOL-01,23.6,LOW
LN-0002474,POOL-08,11.3,LOW
LN-0002475,POOL-03,12.8,LOW
LN-0002476,POOL-06,15.0,LOW
LN-0002477,POOL-08,12.4,LOW
LN-0002478,POOL-03,16.4,LOW
LN-0002479,POOL-07,38.3,MODERATE
LN-0002480,POOL-10,51.0,HIGH
LN-0002481,POOL-10,18.7,LOW
LN-0002482,POOL-09,18.3,LOW
LN-0002483,POOL-06,18.3,LOW
LN-0002484,POOL-03,18.9,LOW
LN-0002485,POOL-02,10.3,LOW
LN-0002486,POOL-03,23.0,LOW
LN-0002487,POOL-03,18.8,LOW
LN-0002488,POOL-08,20.0,LOW
LN-0002489,POOL-02,14.1,LOW
LN-0002490,POOL-08,18.6,LOW
LN-0002491,POOL-02,24.6,LOW
LN-0002492,POOL-08,29.0,LOW
LN-0002493,POOL-03,21.5,LOW
LN-0002494,POOL-06,25.0,LOW
LN-0002495,POOL-07,25.3,LOW
LN-0002496,POOL-07,19.3,LOW
LN-0002497,POOL-04,13.0,LOW
LN-0002498,POOL-04,9.6,LOW
LN-0002499,POOL-06,63.3,HIGH
LN-0002500,POOL-01,21.7,LOW
LN-0002501,POOL-08,15.2,LOW
LN-0002502,POOL-05,21.7,LOW
LN-0002503,POOL-09,48.2,MODERATE
LN-0002504,POOL-04,59.1,HIGH
LN-0002505,POOL-07,21.5,LOW
LN-0002506,POOL-03,21.7,LOW
LN-0002507,POOL-01,21.6,LOW
LN-0002508,POOL-10,24.0,LOW
LN-0002509,POOL-08,21.9,LOW
LN-0002510,POOL-02,60.6,HIGH
LN-0002511,POOL-08,76.3,CRITICAL
LN-0002512,POOL-10,14.8,LOW
LN-0002513,POOL-01,13.3,LOW
LN-0002514,POOL-04,15.6,LOW
LN-0002515,POOL-04,14.9,LOW
LN-0002516,POOL-07,32.3,MODERATE
LN-0002517,POOL-09,14.0,LOW
LN-0002518,POOL-05,23.2,LOW
LN-0002519,POOL-05,24.7,LOW
LN-0002520,POOL-02,32.5,MODERATE
LN-0002521,POOL-03,11.9,LOW
LN-0002522,POOL-02,21.5,LOW
LN-0002523,POOL-01,21.6,LOW
LN-0002524,POOL-08,18.9,LOW
LN-0002525,POOL-08,24.4,LOW
LN-0002526,POOL-10,12.8,LOW
LN-0002527,POOL-07,11.6,LOW
LN-0002528,POOL-10,13.5,LOW
LN-0002529,POOL-03,9.8,LOW
LN-0002530,POOL-04,9.8,LOW
LN-0002531,POOL-05,18.8,LOW
LN-0002532,POOL-02,11.7,LOW
LN-0002533,POOL-01,62.5,HIGH
LN-0002534,POOL-02,16.2,LOW
LN-0002535,POOL-04,16.2,LOW
LN-0002536,POOL-08,24.7,LOW
LN-0002537,POOL-05,12.3,LOW
LN-0002538,POOL-04,13.7,LOW
LN-0002539,POOL-08,22.6,LOW
LN-0002540,POOL-07,18.8,LOW
LN-0002541,POOL-06,65.6,HIGH
LN-0002542,POOL-10,34.4,MODERATE
LN-0002543,POOL-05,20.2,LOW
LN-0002544,POOL-06,25.6,LOW
LN-0002545,POOL-06,20.4,LOW
LN-0002546,POOL-10,13.3,LOW
LN-0002547,POOL-08,18.9,LOW
LN-0002548,POOL-02,10.5,LOW
LN-0002549,POOL-07,21.3,LOW
LN-0002550,POOL-06,14.4,LOW
LN-0002551,POOL-03,28.3,LOW
LN-0002552,POOL-04,25.8,LOW
LN-0002553,POOL-03,79.0,CRITICAL
LN-0002554,POOL-01,80.8,CRITICAL
LN-0002555,POOL-09,20.4,LOW
LN-0002556,POOL-09,13.4,LOW
LN-0002557,POOL-05,23.8,LOW
LN-0002558,POOL-10,18.9,LOW
LN-0002559,POOL-01,12.9,LOW
LN-0002560,POOL-06,12.0,LOW
LN-0002561,POOL-09,20.9,LOW
LN-0002562,POOL-02,21.0,LOW
LN-0002563,POOL-03,13.2,LOW
LN-0002564,POOL-10,19.1,LOW
LN-0002565,POOL-05,15.2,LOW
LN-0002566,POOL-05,74.4,HIGH
LN-0002567,POOL-10,26.9,LOW
LN-0002568,POOL-01,69.3,HIGH
LN-0002569,POOL-08,20.3,LOW
LN-0002570,POOL-05,12.3,LOW
LN-0002571,POOL-10,29.6,LOW
LN-0002572,POOL-05,23.5,LOW
LN-0002573,POOL-10,12.2,LOW
LN-0002574,POOL-09,22.7,LOW
LN-0002575,POOL-07,28.3,LOW
LN-0002576,POOL-01,25.3,LOW
LN-0002577,POOL-10,10.7,LOW
LN-0002578,POOL-06,11.7,LOW
LN-0002579,POOL-06,22.5,LOW
LN-0002580,POOL-02,71.7,HIGH
LN-0002581,POOL-08,13.6,LOW
LN-0002582,POOL-05,30.6,MODERATE
LN-0002583,POOL-09,27.9,LOW
LN-0002584,POOL-08,11.5,LOW
LN-0002585,POOL-01,17.5,LOW
LN-0002586,POOL-01,10.3,LOW
LN-0002587,POOL-03,20.8,LOW
LN-0002588,POOL-01,17.9,LOW
LN-0002589,POOL-03,30.5,MODERATE
LN-0002590,POOL-10,16.8,LOW
LN-0002591,POOL-01,27.8,LOW
LN-0002592,POOL-08,24.6,LOW
LN-0002593,POOL-05,70.6,HIGH
LN-0002594,POOL-02,22.3,LOW
LN-0002595,POOL-09,73.8,HIGH
LN-0002596,POOL-06,11.6,LOW
LN-0002597,POOL-08,23.7,LOW
LN-0002598,POOL-02,20.1,LOW
LN-0002599,POOL-09,13.5,LOW
LN-0002600,POOL-10,11.9,LOW
LN-0002601,POOL-04,21.6,LOW
LN-0002602,POOL-04,74.4,HIGH
LN-0002603,POOL-03,20.2,LOW
LN-0002604,POOL-10,26.3,LOW
LN-0002605,POOL-09,11.4,LOW
LN-0002606,POOL-02,29.8,LOW
LN-0002607,POOL-07,23.1,LOW
LN-0002608,POOL-01,13.6,LOW
LN-0002609,POOL-03,10.3,LOW
LN-0002610,POOL-07,19.8,LOW
LN-0002611,POOL-04,22.4,LOW
LN-0002612,POOL-07,26.5,LOW
LN-0002613,POOL-02,9.9,LOW
LN-0002614,POOL-06,13.9,LOW
LN-0002615,POOL-10,17.6,LOW
LN-0002616,POOL-09,12.6,LOW
LN-0002617,POOL-08,26.4,LOW
LN-0002618,POOL-08,16.6,LOW
LN-0002619,POOL-03,14.2,LOW
LN-0002620,POOL-05,17.7,LOW
LN-0002621,POOL-01,12.1,LOW
LN-0002622,POOL-02,16.5,LOW
LN-0002623,POOL-09,21.8,LOW
LN-0002624,POOL-03,27.5,LOW
LN-0002625,POOL-08,18.2,LOW
LN-0002626,POOL-07,20.2,LOW
LN-0002627,POOL-05,24.8,LOW
LN-0002628,POOL-09,29.9,LOW
LN-0002629,POOL-08,12.3,LOW
LN-0002630,POOL-05,72.4,HIGH
LN-0002631,POOL-06,10.5,LOW
LN-0002632,POOL-10,17.1,LOW
LN-0002633,POOL-03,23.5,LOW
LN-0002634,POOL-06,74.7,HIGH
LN-0002635,POOL-04,13.2,LOW
LN-0002636,POOL-10,10.7,LOW
LN-0002637,POOL-07,15.1,LOW
LN-0002638,POOL-05,13.2,LOW
LN-0002639,POOL-02,22.1,LOW
LN-0002640,POOL-02,64.3,HIGH
LN-0002641,POOL-01,23.8,LOW
LN-0002642,POOL-05,9.2,LOW
LN-0002643,POOL-01,69.7,HIGH
LN-0002644,POOL-04,33.2,MODERATE
LN-0002645,POOL-10,17.5,LOW
LN-0002646,POOL-07,25.8,LOW
LN-0002647,POOL-08,23.4,LOW
LN-0002648,POOL-05,21.2,LOW
LN-0002649,POOL-07,21.1,LOW
LN-0002650,POOL-09,25.6,LOW
LN-0002651,POOL-08,19.3,LOW
LN-0002652,POOL-04,34.4,MODERATE
LN-0002653,POOL-08,27.5,LOW
LN-0002654,POOL-03,32.9,MODERATE
LN-0002655,POOL-02,25.5,LOW
LN-0002656,POOL-05,83.5,CRITICAL
LN-0002657,POOL-07,26.4,LOW
LN-0002658,POOL-09,16.7,LOW
LN-0002659,POOL-08,17.1,LOW
LN-0002660,POOL-07,14.4,LOW
LN-0002661,POOL-09,18.0,LOW
LN-0002662,POOL-07,11.2,LOW
LN-0002663,POOL-09,19.5,LOW
LN-0002664,POOL-03,21.8,LOW
LN-0002665,POOL-06,22.2,LOW
LN-0002666,POOL-06,11.9,LOW
LN-0002667,POOL-04,19.5,LOW
LN-0002668,POOL-01,20.3,LOW
LN-0002669,POOL-03,81.8,CRITICAL
LN-0002670,POOL-07,21.1,LOW
LN-0002671,POOL-04,11.3,LOW
LN-0002672,POOL-01,68.6,HIGH
LN-0002673,POOL-05,60.8,HIGH
LN-0002674,POOL-04,28.2,LOW
LN-0002675,POOL-06,10.0,LOW
LN-0002676,POOL-01,20.3,LOW
LN-0002677,POOL-05,23.0,LOW
LN-0002678,POOL-02,16.8,LOW
LN-0002679,POOL-04,18.2,LOW
LN-0002680,POOL-06,25.5,LOW
LN-0002681,POOL-09,16.5,LOW
LN-0002682,POOL-05,15.4,LOW
LN-0002683,POOL-09,61.0,HIGH
LN-0002684,POOL-09,13.5,LOW
LN-0002685,POOL-05,15.0,LOW
LN-0002686,POOL-04,13.3,LOW
LN-0002687,POOL-01,14.0,LOW
LN-0002688,POOL-10,19.8,LOW
LN-0002689,POOL-10,19.9,LOW
LN-0002690,POOL-07,12.5,LOW
LN-0002691,POOL-06,16.8,LOW
LN-0002692,POOL-08,15.6,LOW
LN-0002693,POOL-10,59.2,HIGH
LN-0002694,POOL-05,13.3,LOW
LN-0002695,POOL-08,9.2,LOW
LN-0002696,POOL-04,8.3,LOW
LN-0002697,POOL-08,20.1,LOW
LN-0002698,POOL-08,18.9,LOW
LN-0002699,POOL-07,18.8,LOW
LN-0002700,POOL-04,15.4,LOW
LN-0002701,POOL-08,23.7,LOW
LN-0002702,POOL-10,14.2,LOW
LN-0002703,POOL-09,18.2,LOW
LN-0002704,POOL-08,13.9,LOW
LN-0002705,POOL-05,25.5,LOW
LN-0002706,POOL-07,22.4,LOW
LN-0002707,POOL-10,19.6,LOW
LN-0002708,POOL-01,20.5,LOW
LN-0002709,POOL-02,21.7,LOW
LN-0002710,POOL-06,14.4,LOW
LN-0002711,POOL-04,26.4,LOW
LN-0002712,POOL-10,19.0,LOW
LN-0002713,POOL-09,51.1,HIGH
LN-0002714,POOL-06,22.8,LOW
LN-0002715,POOL-07,20.8,LOW
LN-0002716,POOL-04,18.1,LOW
LN-0002717,POOL-04,16.4,LOW
LN-0002718,POOL-02,83.1,CRITICAL
LN-0002719,POOL-03,16.6,LOW
LN-0002720,POOL-05,12.6,LOW
LN-0002721,POOL-06,23.7,LOW
LN-0002722,POOL-06,10.9,LOW
LN-0002723,POOL-03,11.2,LOW
LN-0002724,POOL-10,23.1,LOW
LN-0002725,POOL-06,24.5,LOW
LN-0002726,POOL-06,25.3,LOW
LN-0002727,POOL-07,28.7,LOW
LN-0002728,POOL-03,22.0,LOW
LN-0002729,POOL-06,14.7,LOW
LN-0002730,POOL-07,17.2,LOW
LN-0002731,POOL-07,12.2,LOW
LN-0002732,POOL-05,21.5,LOW
LN-0002733,POOL-04,14.8,LOW
LN-0002734,POOL-01,15.4,LOW
LN-0002735,POOL-03,9.5,LOW
LN-0002736,POOL-09,12.6,LOW
LN-0002737,POOL-09,27.2,LOW
LN-0002738,POOL-05,29.6,LOW
LN-0002739,POOL-07,14.5,LOW
LN-0002740,POOL-03,21.8,LOW
LN-0002741,POOL-03,19.3,LOW
LN-0002742,POOL-09,63.3,HIGH
LN-0002743,POOL-06,70.7,HIGH
LN-0002744,POOL-02,16.2,LOW
LN-0002745,POOL-04,15.5,LOW
LN-0002746,POOL-04,16.8,LOW
LN-0002747,POOL-10,74.0,HIGH
LN-0002748,POOL-05,14.2,LOW
LN-0002749,POOL-09,33.9,MODERATE
LN-0002750,POOL-01,20.9,LOW
LN-0002751,POOL-02,23.7,LOW
LN-0002752,POOL-09,13.1,LOW
LN-0002753,POOL-07,12.3,LOW
LN-0002754,POOL-02,18.3,LOW
LN-0002755,POOL-08,30.7,MODERATE
LN-0002756,POOL-02,20.2,LOW
LN-0002757,POOL-10,10.8,LOW
LN-0002758,POOL-02,14.7,LOW
LN-0002759,POOL-01,21.0,LOW
LN-0002760,POOL-02,14.4,LOW
LN-0002761,POOL-10,11.9,LOW
LN-0002762,POOL-07,20.2,LOW
LN-0002763,POOL-05,69.9,HIGH
LN-0002764,POOL-08,19.7,LOW
LN-0002765,POOL-01,21.1,LOW
LN-0002766,POOL-05,16.5,LOW
LN-0002767,POOL-08,12.3,LOW
LN-0002768,POOL-03,20.8,LOW
LN-0002769,POOL-04,23.5,LOW
LN-0002770,POOL-08,16.7,LOW
LN-0002771,POOL-04,15.0,LOW
LN-0002772,POOL-04,12.6,LOW
LN-0002773,POOL-09,20.1,LOW
LN-0002774,POOL-01,22.8,LOW
LN-0002775,POOL-01,21.6,LOW
LN-0002776,POOL-07,72.6,HIGH
LN-0002777,POOL-02,19.8,LOW
LN-0002778,POOL-03,29.3,LOW
LN-0002779,POOL-08,26.0,LOW
LN-0002780,POOL-01,20.8,LOW
LN-0002781,POOL-03,72.4,HIGH
LN-0002782,POOL-05,26.5,LOW
LN-0002783,POOL-07,12.9,LOW
LN-0002784,POOL-01,20.4,LOW
LN-0002785,POOL-10,14.4,LOW
LN-0002786,POOL-07,11.0,LOW
LN-0002787,POOL-06,31.2,MODERATE
LN-0002788,POOL-02,13.7,LOW
LN-0002789,POOL-06,13.2,LOW
LN-0002790,POOL-06,23.7,LOW
LN-0002791,POOL-09,22.3,LOW
LN-0002792,POOL-10,19.6,LOW
LN-0002793,POOL-03,29.5,LOW
LN-0002794,POOL-05,15.3,LOW
LN-0002795,POOL-03,12.5,LOW
LN-0002796,POOL-03,19.8,LOW
LN-0002797,POOL-02,22.7,LOW
LN-0002798,POOL-06,23.1,LOW
LN-0002799,POOL-08,20.4,LOW
LN-0002800,POOL-05,73.6,HIGH
LN-0002801,POOL-09,81.0,CRITICAL
LN-0002802,POOL-02,24.2,LOW
LN-0002803,POOL-08,24.6,LOW
LN-0002804,POOL-08,14.4,LOW
LN-0002805,POOL-10,15.8,LOW
LN-0002806,POOL-04,20.5,LOW
LN-0002807,POOL-10,69.5,HIGH
LN-0002808,POOL-07,19.7,LOW
LN-0002809,POOL-10,35.3,MODERATE
LN-0002810,POOL-02,17.8,LOW
LN-0002811,POOL-02,19.1,LOW
LN-0002812,POOL-05,14.7,LOW
LN-0002813,POOL-10,13.2,LOW
LN-0002814,POOL-07,18.3,LOW
LN-0002815,POOL-02,15.2,LOW
LN-0002816,POOL-04,69.2,HIGH
LN-0002817,POOL-10,23.8,LOW
LN-0002818,POOL-10,15.3,LOW
LN-0002819,POOL-06,21.1,LOW
LN-0002820,POOL-03,14.5,LOW
LN-0002821,POOL-08,81.4,CRITICAL
LN-0002822,POOL-05,12.9,LOW
LN-0002823,POOL-02,21.4,LOW
LN-0002824,POOL-06,24.2,LOW
LN-0002825,POOL-03,20.2,LOW
LN-0002826,POOL-05,15.3,LOW
LN-0002827,POOL-02,29.0,LOW
LN-0002828,POOL-02,14.7,LOW
LN-0002829,POOL-07,17.2,LOW
LN-0002830,POOL-10,35.7,MODERATE
LN-0002831,POOL-04,20.7,LOW
LN-0002832,POOL-01,10.3,LOW
LN-0002833,POOL-10,19.6,LOW
LN-0002834,POOL-01,21.4,LOW
LN-0002835,POOL-10,45.3,MODERATE
LN-0002836,POOL-06,15.8,LOW
LN-0002837,POOL-09,14.3,LOW
LN-0002838,POOL-08,27.8,LOW
LN-0002839,POOL-03,21.5,LOW
LN-0002840,POOL-07,17.6,LOW
LN-0002841,POOL-09,22.2,LOW
LN-0002842,POOL-09,19.4,LOW
LN-0002843,POOL-02,23.2,LOW
LN-0002844,POOL-09,21.4,LOW
LN-0002845,POOL-07,18.0,LOW
LN-0002846,POOL-04,21.8,LOW
LN-0002847,POOL-05,23.6,LOW
LN-0002848,POOL-06,11.0,LOW
LN-0002849,POOL-07,15.7,LOW
LN-0002850,POOL-03,9.7,LOW
LN-0002851,POOL-04,21.8,LOW
LN-0002852,POOL-10,20.7,LOW
LN-0002853,POOL-05,52.1,HIGH
LN-0002854,POOL-09,73.4,HIGH
LN-0002855,POOL-07,13.4,LOW
LN-0002856,POOL-08,10.0,LOW
LN-0002857,POOL-06,20.6,LOW
LN-0002858,POOL-09,25.9,LOW
LN-0002859,POOL-08,18.5,LOW
LN-0002860,POOL-10,15.0,LOW
LN-0002861,POOL-04,12.9,LOW
LN-0002862,POOL-08,34.6,MODERATE
LN-0002863,POOL-02,13.4,LOW
LN-0002864,POOL-07,22.7,LOW
LN-0002865,POOL-02,59.2,HIGH
LN-0002866,POOL-03,17.9,LOW
LN-0002867,POOL-08,26.1,LOW
LN-0002868,POOL-06,19.0,LOW
LN-0002869,POOL-05,21.8,LOW
LN-0002870,POOL-06,70.2,HIGH
LN-0002871,POOL-10,17.7,LOW
LN-0002872,POOL-07,16.6,LOW
LN-0002873,POOL-07,12.0,LOW
LN-0002874,POOL-08,12.8,LOW
LN-0002875,POOL-09,20.3,LOW
LN-0002876,POOL-01,17.2,LOW
LN-0002877,POOL-01,10.8,LOW
LN-0002878,POOL-07,27.1,LOW
LN-0002879,POOL-10,10.0,LOW
LN-0002880,POOL-07,23.1,LOW
LN-0002881,POOL-06,21.6,LOW
LN-0002882,POOL-07,18.7,LOW
LN-0002883,POOL-09,69.0,HIGH
LN-0002884,POOL-09,14.1,LOW
LN-0002885,POOL-09,20.8,LOW
LN-0002886,POOL-09,12.9,LOW
LN-0002887,POOL-08,14.1,LOW
LN-0002888,POOL-05,62.5,HIGH
LN-0002889,POOL-10,59.7,HIGH
LN-0002890,POOL-06,50.6,HIGH
LN-0002891,POOL-10,83.6,CRITICAL
LN-0002892,POOL-01,11.7,LOW
LN-0002893,POOL-01,16.3,LOW
LN-0002894,POOL-05,13.1,LOW
LN-0002895,POOL-04,25.1,LOW
LN-0002896,POOL-08,27.9,LOW
LN-0002897,POOL-02,12.2,LOW
LN-0002898,POOL-02,31.7,MODERATE
LN-0002899,POOL-06,31.0,MODERATE
LN-0002900,POOL-06,11.1,LOW
LN-0002901,POOL-09,15.2,LOW
LN-0002902,POOL-07,14.8,LOW
LN-0002903,POOL-04,13.4,LOW
LN-0002904,POOL-01,60.9,HIGH
LN-0002905,POOL-05,18.0,LOW
LN-0002906,POOL-03,14.3,LOW
LN-0002907,POOL-10,15.1,LOW
LN-0002908,POOL-09,14.9,LOW
LN-0002909,POOL-09,10.9,LOW
LN-0002910,POOL-02,16.1,LOW
LN-0002911,POOL-01,26.4,LOW
LN-0002912,POOL-06,10.3,LOW
LN-0002913,POOL-03,15.8,LOW
LN-0002914,POOL-10,16.4,LOW
LN-0002915,POOL-09,20.0,LOW
LN-0002916,POOL-02,10.8,LOW
LN-0002917,POOL-03,72.2,HIGH
LN-0002918,POOL-10,20.3,LOW
LN-0002919,POOL-01,18.6,LOW
LN-0002920,POOL-08,25.2,LOW
LN-0002921,POOL-06,20.0,LOW
LN-0002922,POOL-07,19.8,LOW
LN-0002923,POOL-07,25.1,LOW
LN-0002924,POOL-05,19.5,LOW
LN-0002925,POOL-09,16.3,LOW
LN-0002926,POOL-07,15.2,LOW
LN-0002927,POOL-02,24.0,LOW
LN-0002928,POOL-01,16.9,LOW
LN-0002929,POOL-03,11.5,LOW
LN-0002930,POOL-04,26.9,LOW
LN-0002931,POOL-07,11.0,LOW
LN-0002932,POOL-08,19.5,LOW
LN-0002933,POOL-08,20.0,LOW
LN-0002934,POOL-10,20.0,LOW
LN-0002935,POOL-07,21.8,LOW
LN-0002936,POOL-05,25.2,LOW
LN-0002937,POOL-09,10.6,LOW
LN-0002938,POOL-10,12.9,LOW
LN-0002939,POOL-09,67.4,HIGH
LN-0002940,POOL-09,14.4,LOW
LN-0002941,POOL-08,13.7,LOW
LN-0002942,POOL-07,18.2,LOW
LN-0002943,POOL-01,10.0,LOW
LN-0002944,POOL-02,11.5,LOW
LN-0002945,POOL-10,18.9,LOW
LN-0002946,POOL-04,18.1,LOW
LN-0002947,POOL-04,10.7,LOW
LN-0002948,POOL-05,12.0,LOW
LN-0002949,POOL-08,18.1,LOW
LN-0002950,POOL-07,33.2,MODERATE
LN-0002951,POOL-03,21.1,LOW
LN-0002952,POOL-08,27.0,LOW
LN-0002953,POOL-02,37.2,MODERATE
LN-0002954,POOL-03,13.2,LOW
LN-0002955,POOL-01,18.9,LOW
LN-0002956,POOL-10,19.5,LOW
LN-0002957,POOL-04,22.4,LOW
LN-0002958,POOL-04,31.1,MODERATE
LN-0002959,POOL-09,25.3,LOW
LN-0002960,POOL-05,17.4,LOW
LN-0002961,POOL-02,13.3,LOW
LN-0002962,POOL-09,18.3,LOW
LN-0002963,POOL-02,11.9,LOW
LN-0002964,POOL-09,21.4,LOW
LN-0002965,POOL-01,58.7,HIGH
LN-0002966,POOL-10,58.7,HIGH
LN-0002967,POOL-08,23.1,LOW
LN-0002968,POOL-01,12.0,LOW
LN-0002969,POOL-01,30.7,MODERATE
LN-0002970,POOL-07,21.9,LOW
LN-0002971,POOL-09,20.7,LOW
LN-0002972,POOL-10,15.3,LOW
LN-0002973,POOL-10,80.4,CRITICAL
LN-0002974,POOL-05,70.3,HIGH
LN-0002975,POOL-06,21.3,LOW
LN-0002976,POOL-03,28.4,LOW
LN-0002977,POOL-09,26.8,LOW
LN-0002978,POOL-06,23.0,LOW
LN-0002979,POOL-03,19.3,LOW
LN-0002980,POOL-05,22.0,LOW
LN-0002981,POOL-06,22.1,LOW
LN-0002982,POOL-02,24.7,LOW
LN-0002983,POOL-04,25.4,LOW
LN-0002984,POOL-04,18.7,LOW
LN-0002985,POOL-07,27.2,LOW
LN-0002986,POOL-05,21.3,LOW
LN-0002987,POOL-05,15.8,LOW
LN-0002988,POOL-03,27.4,LOW
LN-0002989,POOL-09,18.7,LOW
LN-0002990,POOL-06,18.9,LOW
LN-0002991,POOL-04,18.9,LOW
LN-0002992,POOL-10,22.5,LOW
LN-0002993,POOL-07,16.1,LOW
LN-0002994,POOL-01,21.5,LOW
LN-0002995,POOL-06,24.6,LOW
LN-0002996,POOL-08,22.1,LOW
LN-0002997,POOL-04,69.0,HIGH
LN-0002998,POOL-05,13.0,LOW
LN-0002999,POOL-02,71.2,HIGH
LN-0003000,POOL-04,9.2,LOW
LN-0003001,POOL-06,16.6,LOW
LN-0003002,POOL-05,12.4,LOW
LN-0003003,POOL-09,11.9,LOW
LN-0003004,POOL-08,19.3,LOW
LN-0003005,POOL-07,20.6,LOW
LN-0003006,POOL-09,13.3,LOW
LN-0003007,POOL-07,16.1,LOW
LN-0003008,POOL-01,23.5,LOW
LN-0003009,POOL-01,22.6,LOW
LN-0003010,POOL-09,13.7,LOW
LN-0003011,POOL-03,12.0,LOW
LN-0003012,POOL-07,70.8,HIGH
LN-0003013,POOL-04,20.9,LOW
LN-0003014,POOL-06,17.9,LOW
LN-0003015,POOL-02,10.4,LOW
LN-0003016,POOL-08,13.0,LOW
LN-0003017,POOL-03,23.4,LOW
LN-0003018,POOL-03,20.5,LOW
LN-0003019,POOL-05,22.2,LOW
LN-0003020,POOL-04,63.3,HIGH
LN-0003021,POOL-08,12.5,LOW
LN-0003022,POOL-09,21.8,LOW
LN-0003023,POOL-08,16.5,LOW
LN-0003024,POOL-10,24.5,LOW
LN-0003025,POOL-02,25.1,LOW
LN-0003026,POOL-09,13.6,LOW
LN-0003027,POOL-05,30.8,MODERATE
LN-0003028,POOL-06,14.1,LOW
LN-0003029,POOL-08,25.7,LOW
LN-0003030,POOL-09,20.1,LOW
LN-0003031,POOL-08,72.6,HIGH
LN-0003032,POOL-08,20.1,LOW
LN-0003033,POOL-03,20.3,LOW
LN-0003034,POOL-07,52.0,HIGH
LN-0003035,POOL-04,40.5,MODERATE
LN-0003036,POOL-10,10.4,LOW
LN-0003037,POOL-01,71.0,HIGH
LN-0003038,POOL-10,19.0,LOW
LN-0003039,POOL-08,18.3,LOW
LN-0003040,POOL-08,14.5,LOW
LN-0003041,POOL-08,18.5,LOW
LN-0003042,POOL-10,20.5,LOW
LN-0003043,POOL-05,24.8,LOW
LN-0003044,POOL-09,44.5,MODERATE
LN-0003045,POOL-07,20.3,LOW
LN-0003046,POOL-03,16.2,LOW
LN-0003047,POOL-07,18.7,LOW
LN-0003048,POOL-07,69.5,HIGH
LN-0003049,POOL-04,14.8,LOW
LN-0003050,POOL-08,48.6,MODERATE
LN-0003051,POOL-06,43.9,MODERATE
LN-0003052,POOL-05,27.1,LOW
LN-0003053,POOL-06,65.6,HIGH
LN-0003054,POOL-06,21.2,LOW
LN-0003055,POOL-07,25.1,LOW
LN-0003056,POOL-04,82.3,CRITICAL
LN-0003057,POOL-03,30.1,MODERATE
LN-0003058,POOL-05,12.4,LOW
LN-0003059,POOL-01,17.0,LOW
LN-0003060,POOL-03,9.5,LOW
LN-0003061,POOL-02,12.8,LOW
LN-0003062,POOL-07,10.4,LOW
LN-0003063,POOL-01,31.5,MODERATE
LN-0003064,POOL-01,15.0,LOW
LN-0003065,POOL-09,12.9,LOW
LN-0003066,POOL-02,67.6,HIGH
LN-0003067,POOL-03,17.5,LOW
LN-0003068,POOL-02,13.1,LOW
LN-0003069,POOL-04,12.7,LOW
LN-0003070,POOL-02,21.1,LOW
LN-0003071,POOL-06,13.5,LOW
LN-0003072,POOL-07,16.8,LOW
LN-0003073,POOL-07,21.3,LOW
LN-0003074,POOL-01,25.5,LOW
LN-0003075,POOL-07,66.5,HIGH
LN-0003076,POOL-03,11.1,LOW
LN-0003077,POOL-07,19.4,LOW
LN-0003078,POOL-10,13.5,LOW
LN-0003079,POOL-06,12.4,LOW
LN-0003080,POOL-09,19.4,LOW
LN-0003081,POOL-02,13.8,LOW
LN-0003082,POOL-09,18.8,LOW
LN-0003083,POOL-04,14.6,LOW
LN-0003084,POOL-10,25.9,LOW
LN-0003085,POOL-03,15.1,LOW
LN-0003086,POOL-04,21.0,LOW
LN-0003087,POOL-02,69.7,HIGH
LN-0003088,POOL-08,21.0,LOW
LN-0003089,POOL-03,21.7,LOW
LN-0003090,POOL-06,24.7,LOW
LN-0003091,POOL-06,18.0,LOW
LN-0003092,POOL-05,17.7,LOW
LN-0003093,POOL-10,15.0,LOW
LN-0003094,POOL-03,24.9,LOW
LN-0003095,POOL-07,21.5,LOW
LN-0003096,POOL-08,18.6,LOW
LN-0003097,POOL-09,17.7,LOW
LN-0003098,POOL-09,23.4,LOW
LN-0003099,POOL-03,15.6,LOW
LN-0003100,POOL-01,19.0,LOW
LN-0003101,POOL-01,14.4,LOW
LN-0003102,POOL-09,24.3,LOW
LN-0003103,POOL-08,13.1,LOW
LN-0003104,POOL-03,11.6,LOW
LN-0003105,POOL-02,79.6,CRITICAL
LN-0003106,POOL-09,13.9,LOW
LN-0003107,POOL-06,21.2,LOW
LN-0003108,POOL-06,21.2,LOW
LN-0003109,POOL-05,18.8,LOW
LN-0003110,POOL-08,21.8,LOW
LN-0003111,POOL-05,23.6,LOW
LN-0003112,POOL-03,21.0,LOW
LN-0003113,POOL-07,10.9,LOW
LN-0003114,POOL-02,17.9,LOW
LN-0003115,POOL-08,21.1,LOW
LN-0003116,POOL-01,24.9,LOW
LN-0003117,POOL-02,15.8,LOW
LN-0003118,POOL-04,14.0,LOW
LN-0003119,POOL-01,15.4,LOW
LN-0003120,POOL-06,20.4,LOW
LN-0003121,POOL-06,15.7,LOW
LN-0003122,POOL-09,17.8,LOW
